image,class,class_index,label,fpath
2015_00063.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00064.jpg,"['Bicycle', 'People']","[0, 10]",10,./ExDark/Bicycle
2015_00065.jpg,"['Chair', 'Bicycle', 'Car', 'People']","[0, 10, 4, 6]",0,./ExDark/Bicycle
2015_00066.jpg,"['Bicycle', 'Table']","[0, 11]",11,./ExDark/Bicycle
2015_00067.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00068.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00069.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00070.jpg,"['Bicycle', 'People']","[0, 10]",10,./ExDark/Bicycle
2015_00071.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00072.jpg,"['Bicycle', 'Car', 'People']","[0, 10, 4]",10,./ExDark/Bicycle
2015_00073.jpg,"['Bicycle', 'People']","[0, 10]",10,./ExDark/Bicycle
2015_00074.jpg,"['Chair', 'Bicycle', 'Dog', 'People']","[0, 8, 10, 6]",0,./ExDark/Bicycle
2015_00075.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00076.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00077.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00078.jpg,"['Bicycle', 'People']","[0, 10]",10,./ExDark/Bicycle
2015_00079.jpg,"['Bicycle', 'Car', 'People']","[0, 10, 4]",4,./ExDark/Bicycle
2015_00080.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00081.jpg,"['Bicycle', 'Car', 'People']","[0, 10, 4]",4,./ExDark/Bicycle
2015_00082.jpg,"['Bicycle', 'Motorbike']","[0, 9]",0,./ExDark/Bicycle
2015_00083.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00084.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00085.jpg,"['Bicycle', 'Car', 'People']","[0, 10, 4]",0,./ExDark/Bicycle
2015_00086.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00087.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00088.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00089.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00090.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00091.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00092.jpg,"['Bicycle', 'Car', 'People']","[0, 10, 4]",0,./ExDark/Bicycle
2015_00093.jpg,"['Chair', 'Bicycle', 'People']","[0, 10, 6]",0,./ExDark/Bicycle
2015_00094.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00095.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00096.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00097.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00098.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00099.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00100.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00101.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00102.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00103.jpg,"['Bicycle', 'Car', 'People']","[0, 10, 4]",10,./ExDark/Bicycle
2015_00104.jpg,"['Bicycle', 'Car', 'Dog', 'People']","[0, 8, 10, 4]",0,./ExDark/Bicycle
2015_00105.jpg,"['Bicycle', 'Car', 'Dog', 'People']","[0, 8, 10, 4]",0,./ExDark/Bicycle
2015_00106.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00107.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00108.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00109.jpg,"['Bicycle', 'Dog', 'People']","[0, 8, 10]",10,./ExDark/Bicycle
2015_00110.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00111.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00112.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00113.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00114.jpg,"['Bicycle', 'Car', 'People']","[0, 10, 4]",4,./ExDark/Bicycle
2015_00115.jpg,"['Bicycle', 'People']","[0, 10]",10,./ExDark/Bicycle
2015_00116.jpg,"['People', 'Bicycle', 'Dog', 'Bottle', 'Motorbike', 'Table']","[0, 2, 8, 9, 10, 11]",0,./ExDark/Bicycle
2015_00117.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00118.jpg,"['Bicycle', 'Car']","[0, 4]",0,./ExDark/Bicycle
2015_00119.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00120.jpg,"['Bicycle', 'Car', 'People']","[0, 10, 4]",0,./ExDark/Bicycle
2015_00121.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00122.jpg,"['Bicycle', 'Motorbike']","[0, 9]",0,./ExDark/Bicycle
2015_00123.jpg,"['Bicycle', 'Motorbike', 'Car', 'People']","[0, 9, 10, 4]",9,./ExDark/Bicycle
2015_00124.jpg,"['Bicycle', 'Car']","[0, 4]",0,./ExDark/Bicycle
2015_00125.jpg,"['Bicycle', 'Car', 'People']","[0, 10, 4]",4,./ExDark/Bicycle
2015_00126.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00127.jpg,"['Bicycle', 'Table']","[0, 11]",0,./ExDark/Bicycle
2015_00128.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00129.jpg,"['Bicycle', 'Car', 'People']","[0, 10, 4]",0,./ExDark/Bicycle
2015_00130.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00131.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00132.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00133.jpg,"['Bicycle', 'Car', 'People']","[0, 10, 4]",10,./ExDark/Bicycle
2015_00134.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00135.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00136.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00137.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00138.jpg,"['Bicycle', 'People']","[0, 10]",10,./ExDark/Bicycle
2015_00139.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00140.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00141.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00142.jpg,"['Bicycle', 'People']","[0, 10]",10,./ExDark/Bicycle
2015_00143.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00144.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00145.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00146.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00147.jpg,"['Bicycle', 'Car', 'People']","[0, 10, 4]",4,./ExDark/Bicycle
2015_00148.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00149.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00150.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00151.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00152.jpg,"['Bicycle', 'People']","[0, 10]",10,./ExDark/Bicycle
2015_00153.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00154.jpg,"['Bicycle', 'People']","[0, 10]",10,./ExDark/Bicycle
2015_00155.jpg,"['Bicycle', 'Bus', 'People']","[0, 10, 3]",3,./ExDark/Bicycle
2015_00156.jpg,"['Bicycle', 'People']","[0, 10]",10,./ExDark/Bicycle
2015_00157.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00158.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00159.jpg,"['Bicycle', 'Car', 'People']","[0, 10, 4]",4,./ExDark/Bicycle
2015_00160.jpg,"['Bicycle', 'People']","[0, 10]",10,./ExDark/Bicycle
2015_00161.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00162.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00163.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00164.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00165.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00166.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00167.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00168.jpg,"['Bicycle', 'People']","[0, 10]",10,./ExDark/Bicycle
2015_00169.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00170.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00171.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00172.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00173.jpg,"['Bicycle', 'People']","[0, 10]",10,./ExDark/Bicycle
2015_00174.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00175.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00176.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00177.jpg,"['Bicycle', 'Car']","[0, 4]",0,./ExDark/Bicycle
2015_00178.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00179.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00180.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00181.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00182.jpg,"['Bicycle', 'People']","[0, 10]",10,./ExDark/Bicycle
2015_00183.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00184.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00185.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00186.jpg,"['Bicycle', 'Chair']","[0, 6]",6,./ExDark/Bicycle
2015_00187.jpg,"['Motorbike', 'Bicycle', 'Car', 'People']","[0, 9, 10, 4]",10,./ExDark/Bicycle
2015_00188.jpg,"['Bicycle', 'Motorbike']","[0, 9]",0,./ExDark/Bicycle
2015_00189.jpg,"['Bicycle', 'Car', 'People']","[0, 10, 4]",0,./ExDark/Bicycle
2015_00190.jpg,"['Bicycle', 'Table', 'People']","[0, 10, 11]",0,./ExDark/Bicycle
2015_00191.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00192.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00193.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00194.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00195.jpg,"['Bicycle', 'Table', 'People']","[0, 10, 11]",0,./ExDark/Bicycle
2015_00196.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00197.png,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00198.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00199.jpg,"['Bicycle', 'People']","[0, 10]",10,./ExDark/Bicycle
2015_00200.jpg,"['Bicycle', 'Car']","[0, 4]",0,./ExDark/Bicycle
2015_00201.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00202.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00203.jpg,"['Bicycle', 'Car', 'People']","[0, 10, 4]",0,./ExDark/Bicycle
2015_00204.jpg,"['Bicycle', 'Bottle']","[0, 2]",0,./ExDark/Bicycle
2015_00205.jpg,"['Bicycle', 'Car', 'People']","[0, 10, 4]",0,./ExDark/Bicycle
2015_00206.jpg,"['People', 'Bicycle', 'Car', 'Chair']","[0, 10, 4, 6]",4,./ExDark/Bicycle
2015_00207.jpg,"['Bicycle', 'Motorbike', 'Bus', 'People']","[0, 9, 10, 3]",0,./ExDark/Bicycle
2015_00208.jpg,"['Bicycle', 'Car']","[0, 4]",0,./ExDark/Bicycle
2015_00209.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00210.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00211.jpg,"['Bicycle', 'People']","[0, 10]",10,./ExDark/Bicycle
2015_00212.jpg,"['Bicycle', 'People']","[0, 10]",10,./ExDark/Bicycle
2015_00213.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00214.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00215.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00216.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00217.jpg,"['Bicycle', 'Dog']","[0, 8]",0,./ExDark/Bicycle
2015_00218.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00219.jpg,"['Bicycle', 'Motorbike']","[0, 9]",0,./ExDark/Bicycle
2015_00220.jpg,"['Bicycle', 'Motorbike', 'People']","[0, 9, 10]",0,./ExDark/Bicycle
2015_00221.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00222.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00223.jpg,"['Bicycle', 'People']","[0, 10]",10,./ExDark/Bicycle
2015_00224.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00225.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00226.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00227.jpg,"['Bicycle', 'Chair']","[0, 6]",0,./ExDark/Bicycle
2015_00228.jpg,"['Bicycle', 'Car']","[0, 4]",4,./ExDark/Bicycle
2015_00229.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00230.jpg,"['Bicycle', 'Car', 'People']","[0, 10, 4]",4,./ExDark/Bicycle
2015_00231.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00232.jpg,"['People', 'Bicycle', 'Bus', 'Chair']","[0, 10, 3, 6]",3,./ExDark/Bicycle
2015_00233.jpg,"['Bicycle', 'Car', 'People']","[0, 10, 4]",4,./ExDark/Bicycle
2015_00234.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00235.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00236.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00237.jpg,"['Bicycle', 'People']","[0, 10]",10,./ExDark/Bicycle
2015_00238.jpg,"['Bicycle', 'Motorbike', 'People']","[0, 9, 10]",10,./ExDark/Bicycle
2015_00239.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00240.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00241.jpg,"['Bicycle', 'Table']","[0, 11]",0,./ExDark/Bicycle
2015_00242.jpg,"['Bicycle', 'Dog', 'People']","[0, 8, 10]",0,./ExDark/Bicycle
2015_00243.jpg,"['Bicycle', 'People']","[0, 10]",10,./ExDark/Bicycle
2015_00244.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00245.jpg,"['Bicycle', 'People']","[0, 10]",10,./ExDark/Bicycle
2015_00246.jpg,"['Bicycle', 'Car']","[0, 4]",0,./ExDark/Bicycle
2015_00247.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00248.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00249.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00250.jpg,"['People', 'Bicycle', 'Bus']","[0, 10, 3]",0,./ExDark/Bicycle
2015_00251.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00252.jpg,"['Bicycle', 'Car']","[0, 4]",4,./ExDark/Bicycle
2015_00253.jpg,"['Bicycle', 'Car', 'People']","[0, 10, 4]",10,./ExDark/Bicycle
2015_00254.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00255.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00256.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00257.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00258.jpg,"['Bicycle', 'People']","[0, 10]",10,./ExDark/Bicycle
2015_00259.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00260.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00261.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00262.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00263.jpg,"['Bicycle', 'Car']","[0, 4]",4,./ExDark/Bicycle
2015_00264.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00265.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00266.jpg,"['Bicycle', 'Car']","[0, 4]",0,./ExDark/Bicycle
2015_00267.jpg,"['Bicycle', 'Car', 'Bus', 'People']","[0, 10, 3, 4]",0,./ExDark/Bicycle
2015_00268.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00269.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00270.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00271.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00272.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00273.jpg,"['Car', 'Chair', 'People', 'Bicycle', 'Table']","[0, 4, 6, 10, 11]",0,./ExDark/Bicycle
2015_00274.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00275.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00276.jpg,"['Bicycle', 'Car', 'Boat']","[0, 1, 4]",0,./ExDark/Bicycle
2015_00277.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00278.jpg,"['Bicycle', 'People']","[0, 10]",10,./ExDark/Bicycle
2015_00279.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00280.jpg,"['Bicycle', 'People']","[0, 10]",10,./ExDark/Bicycle
2015_00281.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00282.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00283.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00284.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00285.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00286.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00287.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00288.jpg,"['People', 'Bicycle', 'Motorbike', 'Chair']","[0, 9, 10, 6]",0,./ExDark/Bicycle
2015_00289.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00290.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00291.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00292.jpg,"['Bicycle', 'Car', 'Bus', 'People']","[0, 10, 3, 4]",3,./ExDark/Bicycle
2015_00293.jpg,"['Bicycle', 'Car', 'People']","[0, 10, 4]",0,./ExDark/Bicycle
2015_00294.jpg,"['Bicycle', 'Motorbike', 'People']","[0, 9, 10]",10,./ExDark/Bicycle
2015_00295.jpg,"['Bicycle', 'Motorbike', 'Car', 'People']","[0, 9, 10, 4]",0,./ExDark/Bicycle
2015_00296.jpg,"['Bicycle', 'Car', 'People']","[0, 10, 4]",4,./ExDark/Bicycle
2015_00297.jpg,"['Bicycle', 'Car']","[0, 4]",0,./ExDark/Bicycle
2015_00298.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00299.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00300.jpg,"['Bicycle', 'Car']","[0, 4]",0,./ExDark/Bicycle
2015_00301.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00302.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00303.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00304.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00305.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00306.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00307.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00308.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00309.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00310.jpg,"['Bicycle', 'Dog', 'People']","[0, 8, 10]",0,./ExDark/Bicycle
2015_00311.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00312.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00313.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00314.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00315.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00316.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00317.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00318.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00319.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00320.jpg,"['Bicycle', 'Car', 'People']","[0, 10, 4]",0,./ExDark/Bicycle
2015_00321.jpg,"['Bicycle', 'People']","[0, 10]",0,./ExDark/Bicycle
2015_00322.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00323.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00324.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00325.jpg,"['Chair', 'People', 'Bicycle', 'Motorbike', 'Table']","[0, 6, 9, 10, 11]",0,./ExDark/Bicycle
2015_00326.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
2015_00327.jpg,['Bicycle'],[0],0,./ExDark/Bicycle
